,0
2017-12-28 17:00:00+01:00,58.63
2017-12-28 18:00:00+01:00,59.9
2017-12-28 19:00:00+01:00,45.84
2017-12-28 20:00:00+01:00,41.89
2017-12-28 21:00:00+01:00,40.58
2017-12-28 22:00:00+01:00,38.23
2017-12-28 23:00:00+01:00,34.08
2017-12-29 00:00:00+01:00,34.08
2017-12-29 01:00:00+01:00,35.77
2017-12-29 02:00:00+01:00,43.77
2017-12-29 03:00:00+01:00,44.76
2017-12-29 04:00:00+01:00,39.57
2017-12-29 05:00:00+01:00,31.27
2017-12-29 06:00:00+01:00,46.05
2017-12-29 07:00:00+01:00,41.55
2017-12-29 08:00:00+01:00,47.57
2017-12-29 09:00:00+01:00,50.73
2017-12-29 10:00:00+01:00,52.13
2017-12-29 11:00:00+01:00,51.51
2017-12-29 12:00:00+01:00,50.1
2017-12-29 13:00:00+01:00,48.95
2017-12-29 14:00:00+01:00,47.05
2017-12-29 15:00:00+01:00,39.9
2017-12-29 16:00:00+01:00,41.87
2017-12-29 17:00:00+01:00,51.51
2017-12-29 18:00:00+01:00,47.5
2017-12-29 19:00:00+01:00,37.45
2017-12-29 20:00:00+01:00,39.27
2017-12-29 21:00:00+01:00,37.59
2017-12-29 22:00:00+01:00,37.99
2017-12-29 23:00:00+01:00,40.66
2017-12-30 00:00:00+01:00,23.1
2017-12-30 01:00:00+01:00,23.37
2017-12-30 02:00:00+01:00,22.55
2017-12-30 03:00:00+01:00,21.12
2017-12-30 04:00:00+01:00,18.48
2017-12-30 05:00:00+01:00,20.29
2017-12-30 06:00:00+01:00,19.87
2017-12-30 07:00:00+01:00,22.55
2017-12-30 08:00:00+01:00,24.88
2017-12-30 09:00:00+01:00,26.54
2017-12-30 10:00:00+01:00,27.82
2017-12-30 11:00:00+01:00,29.39
2017-12-30 12:00:00+01:00,35.0
2017-12-30 13:00:00+01:00,29.61
2017-12-30 14:00:00+01:00,27.12
2017-12-30 15:00:00+01:00,23.41
2017-12-30 16:00:00+01:00,23.38
2017-12-30 17:00:00+01:00,30.0
2017-12-30 18:00:00+01:00,36.08
2017-12-30 19:00:00+01:00,38.2
2017-12-30 20:00:00+01:00,34.8
2017-12-30 21:00:00+01:00,23.31
2017-12-30 22:00:00+01:00,24.34
2017-12-30 23:00:00+01:00,23.49
2017-12-31 00:00:00+01:00,21.27
2017-12-31 01:00:00+01:00,14.04
2017-12-31 02:00:00+01:00,11.37
2017-12-31 03:00:00+01:00,8.9
2017-12-31 04:00:00+01:00,5.51
2017-12-31 05:00:00+01:00,4.77
2017-12-31 06:00:00+01:00,6.44
2017-12-31 07:00:00+01:00,4.99
2017-12-31 08:00:00+01:00,12.94
2017-12-31 09:00:00+01:00,18.45
2017-12-31 10:00:00+01:00,20.62
2017-12-31 11:00:00+01:00,21.9
2017-12-31 12:00:00+01:00,22.14
2017-12-31 13:00:00+01:00,23.78
2017-12-31 14:00:00+01:00,18.63
2017-12-31 15:00:00+01:00,18.67
2017-12-31 16:00:00+01:00,20.25
2017-12-31 17:00:00+01:00,24.97
2017-12-31 18:00:00+01:00,28.11
2017-12-31 19:00:00+01:00,22.0
2017-12-31 20:00:00+01:00,19.69
2017-12-31 21:00:00+01:00,17.85
2017-12-31 22:00:00+01:00,18.94
2017-12-31 23:00:00+01:00,14.04
